Date,/ES,AAPL Last,AAPL Bid,AAPL BS,AAPL Ask,AAPL AS,AAPL Volume,AAPL Open,AAPL High,AAPL Low,QQQ last,QQQ Bid,QQQ BS,QQQ Ask,QQQ AS,QQQ Volume,SPY Last,SPY Bid,SPY BS,SPY Ask,SPY AS,SPY Volume
2024-01-16 04:01:41,4793.5,185.92,183.66,1.0,183.8,1.0,8190.0,0.0,0.0,0.0,409.56,406.83,10,406.88,9,10085.0,476.68,474.44,5,474.48,4,5861.0
2024-01-16 04:01:44,4793.5,185.92,183.7,1.0,183.74,1.0,8246.0,0.0,0.0,0.0,409.56,406.83,18,406.88,1,10085.0,476.68,474.45,4,474.48,4,5861.0
2024-01-16 04:01:47,4793.5,185.92,183.7,1.0,183.74,1.0,8246.0,0.0,0.0,0.0,409.56,406.82,1,406.86,9,10085.0,476.68,474.43,4,474.48,9,5861.0
2024-01-16 04:01:50,4793.5,185.92,183.7,1.0,183.74,1.0,8251.0,0.0,0.0,0.0,409.56,406.84,18,406.89,8,10345.0,476.68,474.45,4,474.49,16,5961.0
2024-01-16 04:01:53,4793.5,185.92,183.7,1.0,183.74,1.0,8778.0,0.0,0.0,0.0,409.56,406.84,18,406.9,17,10345.0,476.68,474.45,4,474.49,4,5961.0
2024-01-16 04:01:56,4794.0,185.92,183.7,1.0,183.74,1.0,9242.0,0.0,0.0,0.0,409.56,406.88,9,406.93,9,10414.0,476.68,474.47,9,474.49,3,6003.0
2024-01-16 04:01:59,4794.25,185.92,183.7,1.0,183.74,1.0,9467.0,0.0,0.0,0.0,409.56,406.94,9,406.97,1,10414.0,476.68,474.52,5,474.56,13,6003.0
2024-01-16 04:02:02,4793.75,185.92,183.7,1.0,183.74,1.0,9583.0,0.0,0.0,0.0,409.56,406.89,1,406.93,10,10914.0,476.68,474.48,4,474.52,4,6129.0
2024-01-16 04:02:05,4793.75,185.92,183.7,1.0,183.74,1.0,9699.0,0.0,0.0,0.0,409.56,406.89,1,406.93,10,10965.0,476.68,474.48,4,474.52,4,6129.0
2024-01-16 04:02:08,4794.0,185.92,183.69,1.0,183.71,2.0,9701.0,0.0,0.0,0.0,409.56,406.89,10,406.94,10,11015.0,476.68,474.49,9,474.52,4,6129.0
2024-01-16 04:02:11,4794.0,185.92,183.69,1.0,183.74,1.0,9927.0,0.0,0.0,0.0,409.56,406.9,9,406.95,1,11015.0,476.68,474.5,4,474.52,4,6129.0
2024-01-16 04:02:14,4793.75,185.92,183.62,1.0,183.74,1.0,9988.0,0.0,0.0,0.0,409.56,406.88,9,406.92,9,17520.0,476.68,474.46,4,474.5,5,6129.0
2024-01-16 04:02:17,4793.5,185.92,183.62,1.0,183.74,1.0,9988.0,0.0,0.0,0.0,409.56,406.87,1,406.91,9,21120.0,476.68,474.46,4,474.48,3,6134.0
2024-01-16 04:02:20,4793.5,185.92,183.63,1.0,183.74,1.0,10001.0,0.0,0.0,0.0,409.56,406.86,10,406.91,9,21150.0,476.68,474.45,4,474.48,4,6134.0
2024-01-16 04:02:23,4793.75,185.92,183.52,1.0,183.74,1.0,13144.0,0.0,0.0,0.0,409.56,406.89,1,406.93,9,21151.0,476.68,474.47,5,474.51,13,6234.0
2024-01-16 04:02:26,4794.0,185.92,183.52,1.0,183.73,1.0,13154.0,0.0,0.0,0.0,409.56,406.91,10,406.96,17,21185.0,476.68,474.49,5,474.54,13,6554.0
2024-01-16 04:02:29,4794.0,185.92,183.52,1.0,183.73,1.0,13205.0,0.0,0.0,0.0,409.56,406.92,10,406.96,9,21205.0,476.68,474.5,3,474.54,13,6554.0
2024-01-16 04:02:32,4794.25,185.92,183.52,1.0,183.73,1.0,13286.0,0.0,0.0,0.0,409.56,406.93,1,406.96,9,21507.0,476.68,474.5,4,474.53,4,6609.0
2024-01-16 04:02:35,4794.0,185.92,183.52,1.0,183.6,1.0,13287.0,0.0,0.0,0.0,409.56,406.92,10,406.97,17,21507.0,476.68,474.5,4,474.53,4,6909.0
2024-01-16 04:02:38,4794.25,185.92,183.5,17.0,183.6,1.0,13487.0,0.0,0.0,0.0,409.56,406.92,9,406.96,9,22007.0,476.68,474.5,4,474.53,4,6909.0
2024-01-16 04:02:41,4794.0,185.92,183.5,17.0,183.6,1.0,13487.0,0.0,0.0,0.0,409.56,406.89,18,406.93,1,31307.0,476.68,474.48,4,474.52,4,6909.0
2024-01-16 04:02:44,4794.0,185.92,183.5,17.0,183.6,1.0,13487.0,0.0,0.0,0.0,409.56,406.9,10,406.94,1,31456.0,476.68,474.49,5,474.52,4,6911.0
2024-01-16 04:02:47,4794.0,185.92,183.5,17.0,183.6,1.0,13489.0,0.0,0.0,0.0,409.56,406.88,10,406.93,1,31556.0,476.68,474.48,4,474.52,4,6911.0
